// Adapted from:
// http://wiki.uqm.stack.nl/List_of_planets
// and
// http://wiki.uqm.stack.nl/script/images/9/9c/PlanetDatabase.zip
//
// Data compiled by Scott A. Colcord (Elestan on http://forum.uqm.stack.nl)
// and published 2011/06/29.
//
// The order of starsystems in this document
// appears to match that in plandata.c.
//
// 0, 	1,   2,3,4,      5,        6,       7,    8,     9,   10,    11,       12,     13,     14,       15,      16,      17,       18,  19,       20,     21,    22,     23,  24, 25,        26,        27
Cluster,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
,,,,,,,,II-a,Pellucid,1,1,,,,,0,0,0.3,8,61,25,15,,178,,,
Draconis,Nu,230.0,886.1,743.1,red,,,I,Telluric,4,4,2,,,,177,59,1.7,23,99,87,86,-251,233,95,360,7035
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,3.0,-13,21,1314,275,-252,110,65535,-1,7863
,,,,,,,,II-a,Crimson,4,1,2,,4,55,269,95,0.7,0,96,35,33,,21687,79,360,
,,,,,,,,II-b,Urea,5,5,,,1,0,42,42,0.3,6,61,26,15,,209,92,,
,,,,,,,,II-c,Cimmerian,4,4,1,,,,128,128,0.9,-12,154,31,47,,156,0,-940,
Ophiuchi,Beta,047.9,887.5,753.3,,,None,I,Telluric,,3,3,,,,324,80,2.0,-4,104,99,102,-231,278,76,360,1933
,,,,,,,,II,Ruby,1,1,1,,,,3200,128,1.4,-7,63,111,69,-242,290,0,-940,3467
,,,,,,,,III,Urea,6,6,3,,,,29,29,0.4,-4,61,37,22,-244,151,104,210,4038
,,,,,,,,IV,Gas Giant,8,1,8,,,,0,0,3.0,29,21,991,208,-246,129,65535,-1,4529
,,,,,,,,IV-a,Pellucid,1,,1,,,,,,0.4,-3,63,35,22,,253,0,-940,
,,,,,,,,IV-b,Chondrite,7,7,,,,,77,77,0.6,3,99,29,28,,176,,,
,,,,,,,,V,Cimmerian,4,4,,,,,87,87,0.9,-3,148,32,47,-248,169,,,5340
,,,,,,,,VI,Magnetic,7,7,,,,,228,76,2.4,-5,144,85,122,-250,182,,,6300
,,,,,,,,VII,Maroon,2,2,,,,,215,119,1.1,-18,59,90,53,-251,223,13,160,6933
,,,,,,,,VIII,Water,,,,,,,150,50,1.8,-34,99,93,92,-252,259,14,,7786
Antliae,,270.6,891.0,752.0,yellow,,Thraddash,I,Noble,3,3,,,,,246,72,0.2,-14,32,27,8,-180,256,0,-940,3687
,,,,,,,,II,Carbide,,,,,,,110,110,0.5,30,97,25,24,-194,278,,,5010
Ophiuchi,Gamma,033.3,891.6,759.9,green,,None,I,Primordial,8,8,3,,5,13,215,139,1.5,-6,,78,75,-131,212,77,560,2786
,,,,,,,,I-a,Ultramarine,3,1,,,1,20,136,34,0.2,-8,34,27,9,,199,88,,
,,,,,,,,II,Radioactive,,3,1,,,0,920,115,1.1,-11,191,30,57,-153,13550,0,-940,3912
Antliae,Epsilon,253.5,891.7,750.7,white,,Thraddash,I,Alkali,7,4,6,7,,,183,61,0.7,-32,99,35,34,762,232,250,-290,563
,,,,,,,,II,Treasure,3,3,2,1,,10,1158,193,1.3,-8,204,32,65,-6,185,15,660,2172
,,,,,,,,III,Urea,7,7,3,,,21,0,0,0.3,-5,58,27,15,-70,176,80,560,3086
,,,,,,,,IV,Gas Giant,8,3,8,,,0,,,1.5,15,20,375,75,-97,126,65535,-1,4099
,,,,,,,,IV-a,Alkali,5,5,2,,5,44,171,57,0.6,-2,103,31,31,,203,10,360,
,,,,,,,,IV-b,,4,4,,,1,0,81,27,,10,99,30,29,,219,13,,
,,,,,,,,IV-c,Cyanic,2,2,1,,,,30,30,0.2,,33,32,10,,290,0,-740,
,,,,,,,,IV-d,Yttric,5,5,2,,,,0,0,1.1,-10,153,35,53,,232,15,460,
,,,,,,,,V,Opalescent,3,3,1,,,,186,48,0.4,-17,59,33,19,-106,191,0,-740,4555
,,,,,,,,VI,Lanthanide,6,6,,,,,725,145,0.9,-11,153,29,44,-118,257,,,5293
,,,,,,,,VII,Halide,2,2,,,,,70,35,0.4,-9,62,34,21,-125,297,,,5786
,,,,,,,,VIII,Gas Giant,8,3,8,,,,0,0,3.0,-8,20,1230,246,-144,83,65535,-1,7621
,,,,,,,,VIII-a,Quasi-Degenerate,4,4,1,,,,600,24,1.1,20,144,37,53,,169,0,-740,
,,,,,,,,VIII-b,Metal,2,2,2,,,,486,162,0.8,-5,151,28,42,,162,92,560,
,,,,,,,,VIII-c,Halide,,,1,,,,484,134,0.4,-11,60,33,19,,219,0,-740,
,,,,,,,,VIII-d,Selenic,3,3,,,,,96,32,0.3,13,63,26,16,,282,,,
Hyades,Alpha,832.2,893.4,995.8,,,Utwig,I,Treasure,6,,4,6,,,1356,226,1.1,-26,195,28,54,528,243,80,-140,436
,,,,,,,,II,Xenolithic,5,2,5,3,,,468,137,1.8,13,105,84,88,108,297,213,560,1203
,,,,,,,,III,Gas Giant,8,1,8,2,,,0,0,3.0,-2,21,742,155,65,110,65535,-1,2173
,,,,,,,,III-a,Quasi-Degenerate,5,5,1,1,,,,,1.0,13,148,35,51,-31,256,0,-540,
,,,,,,,,III-b,Treasure,3,3,2,,,,1128,188,,-39,201,25,50,-4,198,13,560,
,,,,,,,,IV,Gas Giant,8,,8,,,,0,0,3.0,-2,21,1304,273,-100,99,65535,-1,4243
,,,,,,,,V,Treasure,2,2,1,,,,894,149,1.3,-5,210,31,65,-116,191,0,-740,5148
,,,,,,,,VI,Gas Giant,8,3,8,,,,0,0,1.7,25,21,398,83,-125,91,65535,-1,5794
,,,,,,,,VI-a,Treasure,1,1,1,,,,684,114,1.3,0,191,35,66,,21687,0,-740,
,,,,,,,,VI-b,Opalescent,3,3,,,,,120,63,0.3,-2,62,27,16,,272,,,
,,,,,,,,VI-c,,,,,,,,248,78,0.4,19,,31,19,,48840,,,
,,,,,,,,VI-d,Quasi-Degenerate,4,4,,,,,0,0,0.8,-30,146,29,42,,224,,,
,,,,,,,,VII,Radioactive,1,1,,,,,1064,133,1.1,25,204,27,55,-134,13576,,,6554
,,,,,,,,VIII,Urea,7,7,2,,2,11,53,53,0.4,0,60,32,19,-140,243,82,560,7198
,Delta,824.9,895.8,992.8,orange,,,I,Iodine,4,4,3,,1,0,153,63,1.0,-10,63,82,51,-85,174,15,460,404
,,,,,,,,II,Magma,8,8,1,,,,120,40,3.0,22,152,111,168,-174,290,0,-940,1440
,,,,,,,,III,Radioactive,2,2,,,,,1168,146,1.1,-5,209,27,56,-193,154,,,2184
,,,,,,,,IV,Chondrite,5,5,,,,,78,78,0.6,-10,103,32,32,-209,213,,,3361
,,,,,,,,V,Halide,3,3,,,,,84,42,0.3,9,59,30,17,-214,251,,,4050
,,,,,,,,VI,,1,1,,,,,414,111,,-3,63,27,,-220,192,,,4993
,,,,,,,,VII,Carbide,2,2,,,,,59,59,0.7,-4,100,33,33,-225,24551,,,6107
,,,,,,,,VIII,Azure,5,5,,,,,63,21,0.3,-38,62,26,16,-229,159,10,160,7138
,,,,,,,,IX,Gas Giant,8,1,8,,,,0,0,2.8,44,21,662,139,-231,110,65535,-1,7826
,,,,,,,,IX-a,Halide,2,2,1,,,,210,63,0.4,6,60,31,18,,176,0,-940,
,,,,,,,,IX-b,Cimmerian,3,3,,,,,87,87,0.9,32,148,30,44,,218,,,
,Beta,837.5,,1001.1,blue,,,I,Opalescent,4,4,,2,,,261,53,0.3,-8,59,26,15,97,228,,-590,646
,,,,,,,,II,Yttric,,,2,1,3,67,538,158,1.1,-10,148,36,53,-90,296,14,360,2655
,,,,,,,,III,Selenic,1,1,1,,1,0,201,67,0.4,-2,62,33,20,-112,193,0,-740,3407
,,,,,,,,IV,Water,7,5,2,,7,125,141,47,2.0,25,99,102,100,-142,222,14,360,5098
,,,,,,,,V,Sapphire,3,3,1,,1,0,1400,56,1.3,4,61,105,64,-161,209,0,-940,7038
,,,,,,,,V-a,Acid,2,2,,,,,169,169,0.5,-19,105,25,26,,179,,,
Lipi,Delta,564.5,897.9,847.5,red,,None,I,Azure,3,3,2,,,,192,64,0.3,2,63,28,17,-223,186,14,160,1394
,,,,,,,,II,Gas Giant,8,1,8,,,,0,0,3.0,-32,20,790,158,-248,135,65535,-1,5479
,,,,,,,,II-a,Purple,4,4,1,,,,189,63,0.4,-1,58,35,20,,221,0,-940,
,,,,,,,,II-b,Super-Dense,8,8,3,,,,144,48,1.3,-4,206,32,65,,213,97,360,
Antliae,Alpha,268.7,900.0,760.7,blue,,Thraddash,I,Noble,6,2,4,6,,,245,80,0.2,1,34,34,11,473,248,105,110,370
,,,,,,,,II,Quasi-Degenerate,5,5,1,1,,,875,35,1.1,-19,152,37,56,23,270,0,-340,1006
,,,,,,,,III,Metal,,2,5,,2,38,1246,342,1.0,-3,146,36,52,46,291,273,810,1617
,,,,,,,,IV,Gas Giant,8,3,8,,1,0,0,0,3.0,-12,20,902,180,-76,96,65535,-1,2275
,,,,,,,,IV-a,Opalescent,4,4,1,,,,201,53,0.4,-37,62,32,19,,221,0,-740,
,,,,,,,,IV-b,Cyanic,3,3,,,,,0,0,0.2,14,32,30,9,,227,,,
,,,,,,,,IV-c,Treasure,1,1,,,,,942,157,1.4,5,210,34,71,,289,,,
,,,,,,,,IV-d,Acid,2,2,,,,,173,173,0.6,-12,98,31,30,,298,,,
,,,,,,,,V,Treasure,1,1,,,,,1332,222,1.2,-2,208,29,60,-99,184,,,2901
,,,,,,,,VI,Noble,3,3,,,,,85,25,0.2,5,34,26,8,-133,255,,,4465
,,,,,,,,VII,Lanthanide,6,6,,,,,1190,238,0.8,-3,156,,40,-144,160,,,5261
,,,,,,,,VIII,Gas Giant,8,1,8,,,,0,0,1.3,2,21,306,64,-153,97,65535,-1,6151
,,,,,,,,VIII-a,Lanthanide,,8,1,,,,555,111,1.1,-19,149,37,55,,199,0,-940,
,,,,,,,,VIII-b,Halide,1,1,,,,,274,137,0.4,-2,62,33,20,,151,,,
,,,,,,,,VIII-c,Radioactive,,,,,,,1616,202,1.3,-11,200,32,64,,170,,,
Hyades,Gamma,837.5,904.1,1007.4,orange,,Utwig,I,Noble,2,2,,,,,236,62,0.2,23,33,30,9,-100,205,,-740,478
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,3.0,-11,21,1298,272,-155,148,65535,-1,1004
,,,,,,,,II-a,Pellucid,1,1,1,,,,,,0.4,1,58,36,20,,270,0,-940,
,,,,,,,,II-b,Urea,7,7,4,,,,14,14,0.3,29,61,29,17,,260,96,360,
,,,,,,,,II-c,,8,8,,,2,28,6,6,0.4,-1,62,36,22,,291,97,,
,,,,,,,,III,Telluric,5,3,3,,5,96,300,79,1.5,-14,97,77,74,-200,167,85,,2619
,,,,,,,,IV,Super-Dense,7,7,,,1,0,222,74,1.2,-12,206,30,61,-208,200,78,,3318
,,,,,,,,V,Gas Giant,8,3,8,,,,0,0,3.0,2,21,1332,279,-213,120,65535,-1,3955
,,,,,,,,V-a,Urea,6,6,3,,,,28,28,0.4,-2,61,37,22,,232,109,210,
,,,,,,,,V-b,Pellucid,2,2,1,,,,200,8,0.3,-13,59,30,17,,245,0,-940,
,,,,,,,,V-c,Selenic,1,1,,,,,129,43,0.4,25,60,33,19,,55025,,,
,,,,,,,,V-d,Copper,2,2,2,,,,183,61,1.0,-9,145,36,52,,177,11,160,
,,,,,,,,VI,Cimmerian,4,4,1,,,,68,68,0.9,39,154,30,46,-223,,0,-940,5599
,,,,,,,,VII,Pellucid,2,2,,,,,0,0,0.4,-6,62,33,20,-226,202,,,6340
Groombridge,Prime,996.0,904.2,1118.0,white,giant,None,I,Rainbow,8,1,4,8,,,1056,167,1.3,-12,60,107,64,3559,211,112,-290,256
Librae,Alpha,735.4,906.2,945.1,blue,dwarf,Supox,,Gas Giant,,,8,3,,,0,0,3.0,10,20,1008,201,147,132,65535,-1,809
,,,,,,,,I-a,Quasi-Degenerate,5,5,1,2,,,225,9,1.1,-15,148,37,54,59,230,0,-590,
,,,,,,,,I-b,Treasure,4,3,3,,,,996,166,1.5,-13,208,,76,80,169,12,510,
,,,,,,,,I-c,Oolite,8,2,8,4,,,810,152,1.1,22,153,,56,178,252,2962,160,
,,,,,,,,I-d,Quasi-Degenerate,5,5,1,2,,,900,36,1.0,-11,151,34,51,59,150,0,-590,
,,,,,,,,II,Ultramarine,,1,5,,2,46,482,120,0.2,20,33,33,10,70,237,239,560,1452
,,,,,,,,III,,3,,3,1,1,0,239,72,,-25,34,27,9,-75,291,92,,2246
,,,,,,,,IV,Quasi-Degenerate,4,4,1,,,,0,0,1.0,9,150,33,49,-136,290,0,-740,4682
,,,,,,,,V,Metal,,3,3,,2,9,785,219,,25,144,34,48,-143,209,76,560,5217
,,,,,,,,VI,Xenolithic,,4,1,,1,0,300,88,1.6,,98,83,81,-153,273,12,160,6100
,Zeta,783.3,908.3,975.9,white,,None,I,Metal,6,3,3,,6,65,1133,357,0.8,3,157,26,40,-97,242,96,560,4078
Antliae,,258.1,910.5,769.9,red,,Thraddash,,Gas Giant,8,,8,,1,0,0,0,3.0,-26,21,1361,285,-227,102,65535,-1,1672
,,,,,,,,I-a,Noble,1,1,1,,,,197,59,0.2,-19,32,25,8,,179,0,-940,
,,,,,,,,I-b,Infrared,7,4,3,,7,104,90,30,0.6,9,100,31,31,,263,112,210,
,,,,,,,,II,Maroon,2,2,2,,1,0,129,43,1.0,-5,58,83,48,-244,,14,160,4148
,,,,,,,,III,Gas Giant,8,,8,,,,0,0,3.0,0,20,879,175,-247,146,65535,-1,5181
,,,,,,,,III-a,Purple,2,,1,,,,45,15,0.4,2,63,29,18,,264,0,-940,
,,,,,,,,III-b,Selenic,3,3,,,,,258,86,,-15,58,35,20,,27452,,,
,,,,,,,,III-c,Dust,4,4,2,,,,81,27,,-7,61,37,22,,197,15,260,
,,,,,,,,IV,Ruby,2,2,1,,,,2450,98,1.3,-20,62,107,66,-250,187,0,-940,6368
,,,,,,,,V,Super-Dense,5,5,2,,,,159,53,,3,191,33,63,-251,236,83,360,7281
Librae,Gamma,754.5,910.7,960.1,orange,,Supox,I,Gas Giant,8,2,8,,,,0,0,3.0,11,21,1412,296,-214,139,65535,-1,3998
,,,,,,,,I-a,Infrared,7,,3,,7,31,48,16,0.6,8,103,29,29,,261,87,360,
,,,,,,,,I-b,Azure,3,3,2,,1,0,90,30,0.4,29,61,30,18,,168,14,160,
,Beta,741.4,912.4,953.6,green,,,I,Water,5,4,4,,5,39,159,43,1.7,16,96,90,86,37,200,98,960,778
,,,,,,,,I-a,Super-Dense,9,7,8,3,1,0,168,56,1.4,8,206,35,72,110,178,2642,310,
,,,,,,,,I-b,Lanthanide,6,6,3,1,5,30,615,123,1.0,26,153,34,52,21,227,12,760,
Hyades,Epsilon,850.0,912.5,1021.9,orange,,Utwig,I,Purple,2,2,1,,1,0,66,22,0.3,-36,61,26,15,-147,168,0,-740,887
,,,,,,,,II,Gas Giant,8,,8,,,,0,0,3.0,1,20,961,192,-171,134,65535,-1,1351
,,,,,,,,II-a,Urea,5,5,3,,,1,31,31,0.3,49,62,25,15,,247,75,360,
,,,,,,,,II-b,Selenic,2,2,1,,,0,75,25,0.4,-7,60,34,20,,233,0,-940,
,,,,,,,,II-c,Alkali,,,2,,,,249,83,0.5,17,104,26,27,,30825,13,160,
,,,,,,,,II-d,Selenic,,,1,,,,189,63,0.3,2,63,,16,,238,0,-940,
,,,,,,,,III,Urea,5,5,3,,5,28,43,43,0.4,-36,61,33,20,-194,275,83,360,2217
,,,,,,,,IV,,8,8,,,,48,54,54,,-30,62,32,19,-201,182,79,,2689
,,,,,,,,V,Infrared,4,4,,,1,0,0,0,0.6,-6,97,31,30,-214,158,75,,4039
,,,,,,,,VI,Acid,,,1,,,,226,226,0.7,-37,105,33,34,-218,180,0,-940,4586
,,,,,,,,VII,,3,3,,,,,200,200,,-13,101,36,36,-223,256,,,5567
Corvi,,010.4,,784.9,red,,None,I,Gas Giant,8,,8,,,,0,0,1.9,9,20,478,95,-217,111,65535,-1,1120
,,,,,,,,I-a,Ultramarine,3,1,3,,,85,343,82,0.2,-5,32,29,9,,242,92,360,
,,,,,,,,I-b,Super-Dense,5,5,,,,0,186,62,1.1,6,206,26,53,,209,,,
,,,,,,,,I-c,Infrared,,,,,2,66,90,30,0.5,-14,98,27,26,,202,90,,
,,,,,,,,I-d,Pellucid,1,1,1,,1,0,0,0,0.3,16,61,,16,,186,0,-940,
,,,,,,,,II,Infrared,5,4,3,,4,30,,,0.6,-20,102,32,32,-233,157,82,360,2144
,,,,,,,,III,Chondrite,7,7,1,,1,0,,,,16,96,34,,-242,34146,0,-940,3511
,,,,,,,,IV,Gas Giant,8,1,8,,,,,,3.0,-8,21,1062,223,-244,100,65535,-1,3992
,,,,,,,,IV-a,Chondrite,6,6,1,,,,28,28,0.7,0,96,37,35,,244,0,-940,
,,,,,,,,V,Water,4,4,,,,,197,54,1.5,27,100,76,76,-249,23566,13,160,5955
,,,,,,,,VI,Infrared,3,3,2,,,,0,0,0.6,7,104,27,28,-250,54477,111,210,6635
,,,,,,,,VII,,2,2,,,,38,54,18,,-12,96,32,30,-252,212,101,,7393
Librae,Eta,788.9,918.1,987.0,green,,,I,Auric,,,,,,0,552,92,0.8,-3,152,26,39,-120,249,15,460,2418
,,,,,,,,II,Emerald,,,1,,,,1175,47,1.1,-13,61,89,54,-166,275,0,-940,4950
,,,,,,,,II-a,Azure,5,5,2,,,,120,40,0.3,-29,63,26,16,,230,15,260,
,,,,,,,,II-b,Super-Dense,,,3,,4,6,180,60,1.4,-3,204,35,71,,253,83,360,
,Delta,779.1,918.7,981.4,orange,,Supox,I,Gas Giant,8,3,8,,1,0,0,0,1.9,12,21,462,97,-185,88,65535,-1,1792
,,,,,,,,II,,,2,,,,,,,3.0,13,20,1018,203,-230,106,,,7570
,,,,,,,,II-a,Urea,7,7,2,,5,20,53,53,0.4,4,59,35,20,,283,79,360,
,Epsilon,,922.9,984.7,white,,,I,Metal,,4,7,3,1,0,635,201,0.8,-4,156,27,42,146,173,2506,310,1274
Menkar,Prime,481.2,927.0,839.7,orange,,None,,Infrared,5,,4,1,2,48,93,31,0.6,9,99,30,29,-71,160,84,560,348
,,,,,,,,II,Green,6,,3,,6,24,425,85,0.5,5,103,25,25,-167,174,83,360,1252
,,,,,,,,III,Telluric,4,,,,1,0,168,46,2.0,3,104,95,98,-195,239,86,,2315
,,,,,,,,IV,Urea,6,6,,,,,40,40,0.3,-12,62,28,17,-213,266,83,,3945
,,,,,,,,V,Chlorine,8,8,1,,,,226,119,2.3,-25,102,111,113,-222,236,0,-940,5274
,,,,,,,,VI,Purple,4,4,,,,,162,54,0.3,-14,61,25,15,-225,248,,,6021
,,,,,,,,VII,Halide,2,2,,,,,298,83,,0,60,29,17,-231,228,,,7837
Hyades,Zeta,850.0,937.2,1040.6,yellow,,Utwig,I,Treasure,3,3,,,,,1080,180,1.3,16,208,31,64,-95,217,,-740,1013
,,,,,,,,II,,1,1,,,,,984,164,1.1,-24,210,26,54,-146,286,,,1965
,,,,,,,,III,Crimson,6,3,3,,6,41,69,23,0.7,-17,103,35,36,-170,216,89,360,2996
,,,,,,,,IV,Hydrocarbon,3,,1,,1,0,44,38,2.3,-29,104,110,114,-182,200,0,-940,3819
,,,,,,,,V,Urea,6,6,3,,,14,8,8,0.4,16,59,33,19,-188,267,88,360,4309
,,,,,,,,VI,Gas Giant,8,1,8,,,0,0,0,3.0,0,21,1129,237,-197,128,65535,-1,5468
,,,,,,,,VI-a,Crimson,3,2,3,,,,132,49,0.6,-3,97,29,28,,241,95,360,
,,,,,,,,VI-b,Carbide,2,,1,,,,60,60,0.5,15,,27,26,,206,0,-940,
,,,,,,,,VII,Cimmerian,3,3,,,,,17,17,0.8,-6,144,,38,-204,273,,,6569
,,,,,,,,VIII,Infrared,2,2,2,,2,31,141,47,0.6,-10,105,28,29,-207,226,98,360,7126
,,,,,,,,IX,Treasure,,,1,,1,0,1200,200,1.2,,200,29,58,-210,284,0,-940,7921
,Lambda,725.5,937.4,964.7,green,,Supox,I,Selenic,7,3,3,2,7,82,207,69,0.3,-8,59,25,14,61,212,13,510,597
,,,,,,,,II,Urea,,7,,1,1,9,10,10,0.4,9,61,37,22,-76,236,106,410,1451
,,,,,,,,III,Water,5,4,2,,4,44,265,75,1.7,-7,99,85,84,-106,213,10,360,2031
,,,,,,,,IV,Xenolithic,2,2,,,1,0,372,118,1.5,20,97,76,73,-144,188,11,,3372
,,,,,,,,IV-a,Azure,7,3,,,7,82,126,42,0.3,4,61,25,15,,211,14,,
,,,,,,,,V,Iodine,4,4,,,1,0,164,74,1.0,-18,59,88,51,-156,242,11,160,4095
,,,,,,,,VI,Fluorescent,3,3,1,,,,712,120,3.0,3,154,99,152,-179,285,0,-940,6350
,,,,,,,,VII,Super-Dense,6,6,2,,2,112,93,31,1.3,-29,203,33,66,-186,252,102,210,7447
,Eta,845.8,939.3,1039.5,yellow,,Utwig,I,Pellucid,1,1,1,,1,0,0,0,0.3,35,59,27,15,-90,254,0,-740,958
,,,,,,,,II,Radioactive,,,,,,,1728,216,1.4,-9,204,34,69,-127,252,,,1495
,,,,,,,,III,Gas Giant,8,3,8,,,,0,0,2.2,12,21,520,109,-148,112,65535,-1,2023
,,,,,,,,III-a,Urea,6,6,3,,5,56,18,18,0.4,-4,63,31,19,,266,102,410,
,,,,,,,,III-b,Ultramarine,4,3,,,1,0,348,83,0.2,-30,32,27,8,,250,105,,
,,,,,,,,III-c,Selenic,3,,1,,,,120,40,0.3,29,61,29,17,,260,0,-740,
,,,,,,,,IV,Crimson,,2,3,,,,169,62,0.7,12,103,33,33,-163,276,86,360,2624
,,,,,,,,V,Gas Giant,8,1,8,,,,0,0,3.0,-24,21,1288,270,-184,128,65535,-1,3986
,,,,,,,,V-a,Alkali,5,5,2,,,24,318,106,0.8,33,104,37,38,,286,15,260,
,,,,,,,,VI,Acid,4,4,1,,,0,109,109,0.5,5,,26,27,-200,187,0,-940,5850
,,,,,,,,VII,Dust,2,2,,,,,30,10,0.3,40,58,25,14,-209,58249,14,160,7697
Corvi,Delta,100.0,939.5,798.0,orange,,None,I,Purple,5,5,,,,,129,43,0.4,9,60,32,19,-218,296,0,-940,4616
Lyncis,Beta,571.1,947.5,894.8,,,,,Infrared,4,4,3,,,,117,39,0.8,14,103,37,38,-157,178,85,360,1059
,,,,,,,,II,Gas Giant,8,2,8,,,,0,0,3.0,-13,21,1357,284,-198,81,65535,-1,2485
,,,,,,,,II-a,Selenic,1,1,1,,,,24,8,0.4,-24,60,34,20,,236,0,-940,
,,,,,,,,II-b,Infrared,3,2,3,,,,108,36,0.6,29,105,30,31,,168,99,360,
,,,,,,,,II-c,Dust,4,4,2,,,,174,58,0.4,28,61,34,20,,222,14,160,
,,,,,,,,II-d,Carbide,2,2,1,,,,115,115,0.6,24,97,30,29,,179,0,-940,
,,,,,,,,III,Vinylogous,4,4,,,,,148,54,1.7,7,103,84,86,-207,172,,,3189
,,,,,,,,IV,Noble,3,3,,,,,294,93,0.2,-1,32,35,11,-212,153,,,3789
,,,,,,,,V,Iodine,6,6,,,,8,87,35,1.1,-24,58,92,53,-225,224,13,160,5931
,,,,,,,,VI,Water,4,4,,,,0,179,48,2.1,19,98,107,104,-227,177,11,,6600
,,,,,,,,VI-a,Ultramarine,3,3,2,,,,0,0,0.2,-1,34,33,11,,245,92,360,
,,,,,,,,VII,Chlorine,5,5,1,,,,384,224,2.1,-11,99,108,106,-229,237,0,-940,7161
,,,,,,,,VII-a,Noble,2,2,,,,,143,47,0.2,-12,34,35,11,,266,,,
Corvi,Gamma,006.2,947.9,820.4,green,,,I,Acid,4,4,3,2,,,157,157,0.7,12,96,,33,64,296,12,510,598
,,,,,,,,II,Lanthanide,6,6,1,1,,,1220,244,0.8,-16,143,27,38,-92,150,0,-740,1715
,,,,,,,,III,Cyanic,1,1,,,,,16,16,0.2,27,34,37,12,-137,160,,,3058
,,,,,,,,IV,Acid,4,4,,,,,161,161,0.7,-27,97,,35,-159,289,,-940,4331
,,,,,,,,V,Ultraviolet,5,5,2,,,,12,12,2.3,-58,151,78,117,-185,175,105,210,7291
Lyncis,Eta,598.9,949.6,909.3,orange,,,I,Ultramarine,4,3,3,,,,353,86,0.2,7,33,26,8,-175,219,99,360,1475
,,,,,,,,II,Purple,3,,1,,,,75,25,0.3,17,62,27,16,-198,232,0,-940,2470
,,,,,,,,III,Crimson,,1,3,,,,135,45,0.7,14,99,34,33,-221,214,108,210,5182
Hyades,Iota,800.0,950.5,1019.4,white,,,I,Treasure,2,,2,2,,,1476,246,1.1,0,205,28,57,99,225,14,510,1076
,,,,,,,,II,Ruby,6,3,,1,6,66,3075,123,1.4,18,62,111,68,14,230,12,760,1809
,,,,,,,,III,Redux,3,,1,,1,0,296,142,1.8,11,101,88,88,-41,20896,0,-540,2353
,,,,,,,,IV,Acid,,,,,,,121,121,0.6,26,104,29,30,-73,174,,-740,3177
,,,,,,,,V,Primordial,8,8,3,,,,382,216,2.0,-1,96,105,100,-107,269,108,410,4614
,,,,,,,,VI,Opalescent,4,4,1,,,,136,44,0.3,-23,58,25,14,-126,235,0,-740,5867
,,,,,,,,VII,Gas Giant,8,3,8,,,,0,0,2.6,,21,626,131,-138,90,65535,-1,6987
,,,,,,,,VII-a,Oolite,3,,2,,,,1142,211,1.0,34,145,36,52,,158,95,560,
,,,,,,,,VII-b,Yttric,2,2,1,,,6,751,191,0.7,8,149,25,37,,178,10,360,
Lyncis,Epsilon,532.9,953.8,884.3,yellow,,,I,Acid,3,,3,,2,61,269,269,0.5,12,102,27,27,42,163,12,760,375
,,,,,,,,II,Crimson,4,3,,,,48,84,28,0.7,18,101,35,35,-111,168,84,560,1204
,,,,,,,,III,Gas Giant,8,1,8,,1,0,0,0,1.6,11,20,401,80,-138,141,65535,-1,1736
,,,,,,,,III-a,Azure,6,6,2,,2,89,111,37,0.4,-26,61,32,19,,184,10,360,
,,,,,,,,III-b,Cimmerian,4,4,1,,1,0,60,60,1.0,7,149,35,52,,203,0,-740,
,,,,,,,,III-c,Opalescent,2,2,,,,,333,91,0.4,-13,62,,21,,229,,,
,,,,,,,,III-d,Urea,5,5,3,,,,13,13,,-12,60,31,18,,298,96,560,
,,,,,,,,IV,Dust,,,2,,,,174,58,0.3,11,62,26,16,-160,232,11,160,2484
,,,,,,,,V,Vinylogous,3,3,1,,,,185,67,1.9,-14,104,93,96,-168,188,0,-940,2881
,,,,,,,,V-a,Selenic,,,,,,,96,32,0.4,13,63,29,18,,232,,,
,,,,,,,,VI,Treasure,1,1,,,,,1080,180,1.1,14,208,26,54,-183,233,,,3844
,,,,,,,,VII,Dust,2,2,,,,,51,17,0.3,-1,62,29,17,-200,295,10,160,5821
,,,,,,,,VIII,Gas Giant,8,1,8,,,,0,0,3.0,5,21,931,195,-207,109,65535,-1,7290
,,,,,,,,VIII-a,Alkali,4,4,1,,,,162,54,0.6,-26,99,32,31,,184,10,160,
,,,,,,,,VIII-b,Selenic,2,2,,,,,48,16,0.4,14,63,35,22,,225,0,-940,
,,,,,,,,VIII-c,Halide,,,,,,,242,88,,-4,59,34,20,,269,,,
Klystron,Beta,291.6,954.1,817.4,red,,,I,Water,3,3,2,,,,228,76,1.9,17,105,91,95,-242,216,14,160,3664
,,,,,,,,II,Azure,4,4,,,,,99,33,0.4,22,60,30,18,-246,157,11,,4783
,,,,,,,,III,Chondrite,6,6,1,,,,64,64,0.6,-17,102,32,32,-248,154,0,-940,5361
,,,,,,,,IV,Selenic,1,1,,,,,114,38,0.3,6,63,26,16,-249,249,,,6078
